label,text
Pcos,"symptoms include i miss my periods for months, have bad acne, and thinning hair on my head."
Ear Infection,i have severe ear pain that worsens at night with fever
Pcos,"symptoms include i miss my periods for months, have bad acne, and thinning hair on my head."
Pneumonia,"i have sharp chest pain when i inhale, productive cough, and feeling extremely weak and feverish."
Irritable Bowel Syndrome,irregular bowel movements and bloating gas
Alzheimer'S Disease,i am experiencing new diagnostic methods being studied researchers are exploring new ways to help doctors diagnose alzheimers disease earlier and more accurately
Pneumonia,symptoms include including the type of germ causing the infection and your age and overall health
Pcos,"symptoms include skipping periods, severe acne, and weight gain that is very hard to lose."
Bronchitis,i am experiencing productive cough with wheezing and shortness of breath
Ear Infection,"intense pain inside the ear canal, fever, and difficulty hearing clearly."
Migraine,i am experiencing severe headache nausea light sensitivity and throbbing pain
Heart Attack,i am experiencing symptoms can be mild or more intense and sudden
Appendicitis,pain around belly button that shifted to lower right with nausea
Anemia,"for the past few days, i have anemia can weaken people who have cancer or hiv/aids"
Hypertension,symptoms include higher blood pressure numbers can lead to cognitive changes
Vertigo,symptoms include recurrent episodes of rotational dizziness with hearing changes
Ulcerative Colitis,i am experiencing bloody bowel movements; fevers; and severe abdominal cramping1
Eczema,i am experiencing itchy rash on arms and behind knees with thickened skin
Psoriasis,itchy painful skin patches with flaking and redness
Stroke,half of my face is drooping and weak. and my right arm feels totally numb
Pneumonia,high fever cough with phlegm chest pain and difficulty breathing
Pneumonia,i have many factors affect how serious pneumonia is
Kidney Stones,severe side pain with nausea and cloudy smelly urine
Depression,i have oversleeping or wakefulness in the middle of the night eating more or less than usual
Stroke,"i suddenly can't speak properly, my words are slurred and i can't lift my arm."
Malaria,symptoms include the first number of the fraction is how many people had the symptom
Tuberculosis,"i am experiencing chronic cough, chest pain, fever, and drenching night sweats."
Migraine,pulsing headache that causes nausea. and light and extreme sensitivity to sound
Hyperthyroidism,"my heart is always racing, i'm losing weight rapidly despite eating a lot, and sweating."
Appendicitis,"nausea, high temperature, and acute pain in the right lower quadrant of my belly."
Eczema,"for the past few days, i have skin condition causing itchiness redness and swelling"
Irritable Bowel Syndrome,goes with mucus in stool and abdominal discomfort that comes
Diabetes,"for the past few days, i have have no symptoms at all"
Lyme Disease,"i have a bullseye rash on my leg, high temperature, and my joints are very stiff."
Crohn'S Disease,"abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Dengue Fever,"rash spreading rapidly, excruciating joint pain, vomiting, and high fever."
Psoriasis,"for the past few days, i have red skin skin inflammation silvery scales itching pain"
Diabetes,"for the past few days, i have have no symptoms at all"
Anemia,symptoms include anemia also can cause many other health problems
Migraine,pounding painful headache on the left temple and bright lights make it much worse.
Pneumonia,symptoms include this is a very thin space between two layers of tissue that line the lungs and the chest cavity
Diabetes,i am experiencing your doctor checks your blood glucose without regard to when you ate your last meal
Anemia,"lack of energy, brittle nails, pale eyelids, and constant exhaustion."
Celiac Disease,"symptoms include severe bloating, diarrhea, and stomach cramps whenever i eat pasta or bread."
Stroke,i have tia symptoms usually last less than 12 hours (although they may last up to 24 hours)
Hypertension,"symptoms include ringing in my ears, flushed face, and frequent morning headaches."
Vertigo,episodes of spinning sensation triggered by head movement
Pneumonia,pain when i take a deep breath and i have high fever cough
Crohn'S Disease,severe stomach cramps. and chronic diarrhea often with blood and fever
Pneumonia,symptoms include if they already have a lung disease
Malaria,i have periodic high fever with shivering and sweating
Psoriasis,"for the past few days, i have red skin skin inflammation silvery scales itching pain"
Common Cold,slightly blocked nose and just a normal sniffle and a tickle in my throat.
Sinusitis,facial pain pressure around nose thick nasal discharge and headache
Psoriasis,i have thick scaly patches on my elbows that itch
Typhoid,"for the past few days, i have sustained high temperature with coated tongue and abdominal tenderness"
Anemia,"symptoms include craving ice to chew, extreme fatigue, pale skin, and cold hands/feet."
Covid-19,i tested positive and have fever cough and extreme tiredness
Dengue Fever,symptoms include the sign or symptom may be rare or common
Heart Attack,i have it can be mild or severe
Stroke,"for the past few days, i have especially on one side of the body sudden confusion"
Pcos,"symptoms include i miss my periods for months, have bad acne, and thinning hair on my head."
Hyperthyroidism,tremors in my hands and unexpected weight loss. and feeling very anxious all the time
Hypothyroidism,i am experiencing so people with high cholesterol should be tested for hypothyroidism
Irritable Bowel Syndrome,alternating diarrhea and constipation with stomach cramps
Tuberculosis,gradual weight loss night sweats and persistent cough
Gastritis,discomfort with occasional vomiting and abdominal burning
Irritable Bowel Syndrome,constipation and bloating with occasional diarrhea
Typhoid,sustained high temperature with coated tongue and abdominal tenderness
Stroke,"for the past few days, i have warning signs are clues your body sends to tell you that your brain is not receiving enough oxygen"
Pneumonia,i am experiencing high fever cough with phlegm chest pain and difficulty breathing
Crohn'S Disease,"fever, chronic diarrhea often with blood, and severe stomach cramps."
Strep Throat,severe sore throat with nausea and tender lymph nodes
Irritable Bowel Syndrome,i have ibs acting up: cramping and urgent need to go to the bathroom.
Ulcerative Colitis,persistent bloody diarrhea and overall fatigue. and abdominal cramping
Urinary Tract Infection,"for the past few days, i have mental changes and confusion may be the only signs of a uti"
Depression,"for the past few days, i have if these other factors can be ruled out"
Pneumonia,symptoms include including nausea (feeling sick to the stomach)
Vertigo,i have balance problems with sensation of movement when still
Lyme Disease,"extreme tiredness, swollen lymph nodes, and a strange expanding red rash."
Heart Attack,i am experiencing or it may occur before or along with chest pain or discomfort
Crohn'S Disease,"persistent watery diarrhea, severe gas pains, and feeling constantly tired."
Gout,i have painful inflamed big toe joint with tenderness
Crohn'S Disease,"cramping in the stomach, diarrhea containing blood, and extreme fatigue."
Alzheimer'S Disease,i have it gives them time to discuss care options
Chickenpox,high temperature followed by itchy rash and small blisters on skin
Stroke,i am experiencing how long symptoms last and how severe they are vary among different people
Strep Throat,"swollen lymph nodes, very red tonsils, high high temperature, and sudden sore throat."
Ear Infection,throbbing ear pain high temperature and trouble hearing
Lyme Disease,i am experiencing the sign or symptom may be rare or common
Gastritis,discomfort with occasional vomiting and abdominal burning
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Depression,"i have sleeping all the time but still exhausted, crying spells, and deep sadness."
Depression,i am experiencing including sex frequent crying difficulty focusing
Anxiety Disorder,restlessness trembling and feeling on edge constantly
Ear Infection,severe ear pain that worsens at night with fever
Appendicitis,intense right sided abdominal pain with constipation or diarrhea
Scabies,severe nighttime itching with thin irregular lines on skin
Celiac Disease,"i am experiencing greasy, foul-smelling stools, bloating, and stomach cramps due to gluten intake."
Scabies,rash with crusting and body and intense itching on hands
Hyperthyroidism,"for the past few days, i have bulging eyes, rapid weight loss, heat intolerance, and nervousness."
Hyperthyroidism,my heart is always racing and i'm losing weight rapidly despite eating a lot and sweating.
Alzheimer'S Disease,trouble handling money and wandering and increased memory gaps every day.
Anemia,i feel very fatigue all the time and look pale
Heart Attack,i am experiencing the more signs and symptoms you have
Parkinson'S Disease,symptoms include sometimes people dismiss early symptoms of parkinson's as the effects of normal aging
Migraine,my head is throbbing so badly that i feel like throwing up and need a dark room.
Celiac Disease,symptoms include ingesting gluten triggers these antibodies
Lyme Disease,my joints are very stiff. and i have a bullseye rash on my leg and fever
Crohn'S Disease,"severe abdominal pain, persistent diarrhea, and noticeable weight loss without trying."
Malaria,fever chills headache and vomiting after mosquito bites
Anemia,"for the past few days, i have this can make their treatments not work as well"
Crohn'S Disease,severe abdominal pain and persistent diarrhea and noticeable weight loss without trying.
Hypothyroidism,"symptoms include memory problems, muscle weakness, very dry skin, and constant exhaustion."
Scabies,"for the past few days, i have small blisters and tracks on skin with nocturnal itching"
Gastroenteritis,frequent trips to the bathroom with watery diarrhea and abdominal pain.
Pneumonia,cough with rust colored sputum fever and breathing difficulty
Parkinson'S Disease,i am experiencing activities once performed quickly and easily
Tonsillitis,i am experiencing my tonsils are huge and covered in white spots. swallowing is excruciating.
Covid-19,"for the past few days, i have anosmia and ageusia along with fatigue and a slight fever."
Strep Throat,"swollen lymph nodes, very red tonsils, high high temperature, and sudden sore throat."
Anemia,"for the past few days, i have people who have kidney disease and anemia are more likely to have heart problems"
Anemia,weakness cold hands and feet and brittle nails
Migraine,i see auras and flashes of light followed by a severe throbbing head pain.
Common Cold,sneezing without fever and mild cough nasal congestion
Ear Infection,infection in ear causing pain swelling and discharge
Typhoid,"high high temperature, head pain, abdominal pain, and poor appetite over a week."
Gout,i have where gout usually occurs gout normally attacks joints in the lower part of the body
Covid-19,i cannot smell or taste anything and have high temperature and dry cough
Ulcerative Colitis,"abdominal cramping, persistent bloody diarrhea, and overall fatigue."
Common Cold,mild headache and nasal drip sore throat
Irritable Bowel Syndrome,constipation and abdominal cramping bloating diarrhea
Pneumonia,i am experiencing pneumonia can cause the fluid to become infecteda condition called empyema (em-pi-e-ma)
Depression,changes in appetite and low mood difficulty concentrating
Hypothyroidism,"dry skin, unexpected weight gain, fatigue, and feeling cold when others are warm."
Heart Attack,i am experiencing and some people have no symptoms
Tonsillitis,"i have painful swallowing, red swollen tonsils, and chills/fever."
Depression,difficulty sleeping feeling of guilt and loss of appetite
Chickenpox,itchy rash with blisters high temperature and fatigue
Tonsillitis,symptoms include sore throat with swollen glands and pain when swallowing
Typhoid,sustained fever with headache and stomach pain for over a week
Typhoid,diarrhea and extreme fatigue. and persistent fever that gets higher every day
Stroke,i have but to be evaluated and receive treatment
Anemia,"i am experiencing lack of energy, brittle nails, pale eyelids, and constant exhaustion."
Ear Infection,"sharp piercing pain in my right ear, especially when lying down. muffled hearing."
Dengue Fever,symptoms include i have very high fever with severe body and joint pain
Gastritis,"gnawing pain in the stomach, bloating, and loss of appetite."
Heart Attack,symptoms include if you've already had a heart attack
Stroke,"sudden severe headache, blurred vision, and unable to balance."
Irritable Bowel Syndrome,ibs acting up: cramping and urgent need to go to the bathroom.
Psoriasis,i have autoimmune skin condition causing thick scaly lesions
Parkinson'S Disease,"my hands are constantly trembling, and my muscles feel very stiff when i try to walk."
Hypothyroidism,i have myxedema requires immediate medical treatment
Scabies,persistent itching with tiny bumps in warm areas of body
Kidney Stones,frequent urge to urinate but it hurts. and incredible pain in lower back and sides
Urinary Tract Infection,symptoms include in a person with a catheter
Psoriasis,"for the past few days, i have if your doctor isn't sure if you have psoriasis"
Asthma,"for the past few days, i have you may feel like you can't get air out of your lungs"
Celiac Disease,anemia. eating bread makes me feel very sick. and weight loss and stomach pains
Hypertension,feeling lightheaded and vision problems headache
Bronchitis,persistent cough chest congestion mild high temperature and mucus
Conjunctivitis,"i have thick yellow discharge from my eye, the white part is very red and inflamed."
Lyme Disease,i have and the second number is the total number of people who were examined in one study
Scabies,i have rash with crusting and intense itching on hands and body
Common Cold,"i keep blowing my nose and sneezing. no fever, just feeling a bit congested."
Sinusitis,blocked nose yellowish discharge and pain around eyes and forehead
Hyperthyroidism,nervousness. and bulging eyes and rapid weight loss and heat intolerance
Bronchitis,chest congestion wheezing and a deep wet cough
Gastritis,gnawing abdominal pain with hiccups and nausea
Conjunctivitis,sensitivity to light and eye irritation redness
Stroke,i am experiencing being immobile also can lead to muscle weakness and decreased muscle flexibility
Ear Infection,"intense pain inside the ear canal, fever, and difficulty hearing clearly."
Gout,red hot swollen joint with intense pain usually at night
Celiac Disease,chronic diarrhea and an itchy blistering skin rash after eating gluten. and abdominal pain
Malaria,"profuse sweating, head pain, nausea, and recurring high temperatures/chills."
Sinusitis,headache and facial pain pressure around nose thick nasal discharge
Typhoid,i have i have had fever for over a week with stomach pain and weakness
Celiac Disease,"stomach pains, weight loss, and anemia. eating bread makes me feel very sick."
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Ear Infection,throbbing ear pain high temperature and trouble hearing
Celiac Disease,i am experiencing 3 men with dermatitis herpetiformis may also have oral or genital lesions
Diabetes,fatigue frequent urination and slow healing of wounds
Anxiety Disorder,i feel anxious all the time with heart palpitations and tension
Tuberculosis,persistent productive cough night sweats and extreme fatigueness
Hypothyroidism,weight gain. and puffiness in the face and constipation and extreme lethargy
Strep Throat,symptoms include sudden sore throat with petechiae on palate and fever
Vertigo,balance problems with sensation of movement when still
Hyperthyroidism,"fast heartbeat, feeling very hot all the time, completely restless and jittery."
Hypothyroidism,constant exhaustion. and muscle weakness and memory problems and very dry skin
Asthma,coughing and difficulty breathing at night with wheezing
Anemia,feet and weakness cold hands and brittle nails
Celiac Disease,"greasy, foul-smelling stools, bloating, and stomach cramps due to gluten intake."
Diabetes,increased urination at night with extreme thirst and fatigue
Tuberculosis,"i am experiencing chronic cough, chest pain, fever, and drenching night sweats."
Hyperthyroidism,"i have tremors in my hands, feeling very anxious all the time, and unexpected weight loss."
Hypertension,i have chest tightness shortness of breath and persistent headache
Crohn'S Disease,"symptoms include fever, chronic diarrhea often with blood, and severe stomach cramps."
Celiac Disease,"for the past few days, i have or a self-directed immune reaction"
Typhoid,"persistent high temperature that gets higher every day, diarrhea, and extreme fatigue."
Migraine,i am experiencing i see auras and flashes of light followed by a severe throbbing head pain.
Kidney Stones,"for the past few days, i have renal colic with nausea vomiting and painful urination"
Diabetes,i have some lose weight without trying
Appendicitis,i am experiencing sudden onset lower right abdominal pain with rebound tenderness
Scabies,i am experiencing i have intense itching at night with a rash on my hands and wrists
Typhoid,prolonged high temperature abdominal pain constipation and weakness
Common Cold,i keep sneezing and my nose is running with slight sore throat
Appendicitis,i am experiencing sharp pain in right lower quadrant with vomiting
Common Cold,a stuffy head cold with lots of sneezing and watery eyes.
Covid-19,"for the past few days, i have i completely lost my sense of taste and smell yesterday, accompanied by a dry cough."
Sinusitis,i have pain around my sinuses with thick yellow discharge
Psoriasis,"for the past few days, i have scaly skin patches on elbows and knees with itching"
Heart Attack,i have you may feel pain or discomfort in one or both arms
Covid-19,"for the past few days, i have i completely lost my sense of taste and smell yesterday, accompanied by a dry cough."
Pneumonia,cough with thick mucus and high fever chest pain
Eczema,chronic dry flaky skin that is inflamed and red.
Asthma,"for the past few days, i have wheezing shortness of breath chest tightness and cough"
Gout,symptoms include recurrent attacks of joint inflammation and severe pain
Scabies,small blisters and tracks on skin with nocturnal itching
Urinary Tract Infection,"for the past few days, i have he or she will then test a sample of urine"
Common Cold,i am experiencing mild cough nasal congestion and sneezing without fever
Malaria,i have cyclical periods of intense shaking chills followed by a very high fever and sweating.
Gastritis,abdominal pain after eating with nausea and indigestion
Hyperthyroidism,tremors in my hands and unexpected weight loss. and feeling very anxious all the time
Gastritis,i have a burning pain in my stomach especially after meals
Diabetes,i have increased thirst frequent urination fatigue and blurred vision
Gout,symptoms include diagnosis may be difficult gout may be difficult for doctors to diagnose because the symptoms can be vague
Crohn'S Disease,"i have abdominal cramping, frequent trips to the bathroom, and losing weight quickly."
Tonsillitis,"for the past few days, i have difficulty swallowing, swollen lymph nodes, and white patches on the back of my throat."
Conjunctivitis,"for the past few days, i have watery, itchy, and red eyes with swollen eyelids."
Tonsillitis,"for the past few days, i have difficulty swallowing, swollen lymph nodes, and white patches on the back of my throat."
Appendicitis,"for the past few days, i have intense right sided abdominal pain with constipation or diarrhea"
Kidney Stones,intense pain in lower back with difficulty urinating
Stroke,"for the past few days, i have the most common type of strokes"
Ulcerative Colitis,"diarrhea with blood and pus, abdominal pain, and urgent need to defecate."
Psoriasis,i am experiencing dry cracked skin that may bleed with thick patches
Heart Attack,symptoms include some people may have a pattern of symptoms that recur
Vertigo,symptoms include recurrent episodes of rotational dizziness with hearing changes
Depression,"for the past few days, i have stomach-aches or other chronic pain that does not go away when treated loss of interest in once pleasurable activities"
Heart Attack,symptoms include other symptoms may include breaking out in a cold sweat
Anxiety Disorder,worry that interferes with daily life and causes insomnia
Diabetes,i am experiencing - in a random plasma glucose test
Malaria,cyclical periods of intense shaking chills followed by a very high fever and sweating.
Parkinson'S Disease,i am experiencing it is most obvious when the hand is at rest or when a person is under stress
Crohn'S Disease,"persistent watery diarrhea, severe gas pains, and feeling constantly tired."
Scabies,"intense itching all over my body, especially at night. little red burrows between my fingers."
Heart Attack,extreme tightness in my chest and shortness of breath.
Diabetes,i have in a random plasma glucose test
Conjunctivitis,redness in both eyes and feels gritty like there's sand in them and highly contagious pink eye.
Endometriosis,"for the past few days, i have pelvic pain that gets worse during my menstrual cycle, heavy bleeding."
Sinusitis,forehead and blocked nose yellowish discharge and pain around eyes
Urinary Tract Infection,i feel the need to go frequently and it burns when i urinate
Common Cold,nasal congestion sneezing scratchy throat and watery eyes
Influenza,high temperature head pain body pain chills sore throat fatigueness for two days
Psoriasis,i have thick red patches with silvery scales on skin
Anxiety Disorder,i have restlessness trembling and feeling on edge constantly
Urinary Tract Infection,i am experiencing or foul-smelling urine  - pain or burning during urination  - strong and frequent need to urinate
Typhoid,step ladder pattern high temperature with constipation and malaise
Typhoid,i have fever weakness and diarrhea alternating with constipation
Bronchitis,i have other symptoms of acute bronchitis include wheezing (a whistling or squeaky sound when you breathe)
Asthma,recurrent episodes of breathlessness and wheezing
Stroke,symptoms include especially on one side of the body  - sudden confusion
Anxiety Disorder,"my mind races at night, i feel tight in my chest from stress and panic."
Sinusitis,severe sinus pressure and headache and congestion that has lasted over two weeks.
Psoriasis,i am experiencing dry cracked skin that may bleed with thick patches
Pneumonia,cough with rust colored sputum fever and breathing difficulty
Tuberculosis,night sweats fever weight loss and chronic cough
Influenza,symptoms include body pain fever chills weakness and cough
Anxiety Disorder,"for the past few days, i have panic episodes with shortness of breath and chest tightness"
Sinusitis,forehead and pressure and pain right behind my eyes and thick green nasal discharge.
Kidney Stones,sharp pain in lower back and side with blood in urine
Psoriasis,symptoms include symptoms the most common symptoms of psoriasis are - patches of thick
Depression,emotional numbness social withdrawal and constant exhaustion
Eczema,"for the past few days, i have red scaly patches on skin with severe itching"
Appendicitis,sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Celiac Disease,i am experiencing dermatitis herpetiformis: skin manifestation of celiac disease
Stroke,"symptoms include if you observe one or more of the following signs of a stroke or ""brain attack"
Heart Attack,i have the discomfort can feel like uncomfortable pressure
Bronchitis,persistent cough with thick sputum and mild high temperature
Hypothyroidism,"symptoms include i feel incredibly tired all the time, gaining weight for no reason, and feeling very cold."
Covid-19,headache and sore throat fever cough taste loss
Diabetes,i am experiencing you also should talk with your doctor about being tested
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Malaria,i have recurring fever chills sweating headache and nausea
Migraine,i have a terrible headache on one side with blurred vision and nausea
Psoriasis,scalp and chronic skin condition with plaques on knees elbows
Endometriosis,extremely painful periods and lower back pain. and pain during intercourse
Conjunctivitis,sensitivity to light and eye irritation redness
Vertigo,loss of balance and extreme spinning feeling when i sit up in bed.
Pcos,excessive facial hair growth and unexplained weight gain. and irregular periods
Scabies,pimple-like rash around waist and hands that itches like crazy when i go to bed.
Tonsillitis,"for the past few days, i have throat feels raw with swelling and mild ear pain"
Pneumonia,productive cough fever chills and sharp chest pain
Urinary Tract Infection,i have or foul-smelling urine  - pain or burning during urination  - strong and frequent need to urinate
Hypertension,symptoms include vision problems headache and feeling lightheaded
Anxiety Disorder,i feel constantly on edge and my heart races for no reason and i can't stop worrying.
Celiac Disease,"i have chronic diarrhea, abdominal pain, and an itchy blistering skin rash after eating gluten."
Psoriasis,"for the past few days, i have thick red plaques of skin covered with silvery scales on my elbows and scalp."
Bronchitis,symptoms include symptoms of a cold or the flu include sore throat
Vertigo,spinning sensation dizziness nausea and balance problems
Strep Throat,headache and sudden onset throat pain swollen neck glands
Anemia,pale complexion and extreme tiredness weakness
Typhoid,sustained fever with headache and stomach pain for over a week
Stroke,symptoms include loss of balance or coordination
Crohn'S Disease,"for the past few days, i have severe abdominal pain, persistent diarrhea, and noticeable weight loss without trying."
Depression,hopelessness fatigue and trouble completing daily tasks
Urinary Tract Infection,painful urination urgency cloudy urine and pelvic discomfort
Gout,"for the past few days, i have sudden severe attack of pain, redness, and tenderness in the joint of the big toe."
Sinusitis,"for the past few days, i have facial pain especially when bending forward with nasal congestion"
Migraine,"my head is throbbing so badly that i feel like throwing up, need a dark room."
Strep Throat,sudden onset throat pain swollen neck glands and head pain
Eczema,symptoms include rough bumpy skin with redness and irritation
Crohn'S Disease,severe gas pains and feeling constantly tired. and persistent watery diarrhea
Hyperthyroidism,"i am experiencing rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Parkinson'S Disease,"symptoms include slurred speech, stiff facial expression, and a resting tremor in my hand."
Chickenpox,red bumpy rash that becomes blisters with severe itching
Scabies,i have contagious skin condition with itchy bumps and burrow marks
Anemia,"for the past few days, i have complications of anemia
                
some people who have anemia may have arrhythmias (ah-rith-me-ahs)"
Gastroenteritis,having diarrhea since last night and i have been vomiting
Lyme Disease,fever and joint pain and a red rash with a clear center after walking in the woods.
Stroke,i am experiencing every minute counts when someone is having a stroke
Bronchitis,i have other symptoms of acute bronchitis include wheezing (a whistling or squeaky sound when you breathe)
Migraine,head pain with aura flashing lights and feeling sick
Typhoid,"feeling very weak, prolonged fever, constipation followed by diarrhea."
Scabies,"intense itching all over my body, especially at night. little red burrows between my fingers."
Dengue Fever,high high temperature severe head pain pain behind eyes and joint pain
Tuberculosis,cough up blood with prolonged high temperature and wasting
Migraine,i am experiencing i see auras and flashes of light followed by a severe throbbing head pain.
Vertigo,"for the past few days, i have spinning sensation dizziness nausea and balance problems"
Celiac Disease,i am experiencing 3 men with dermatitis herpetiformis may also have oral or genital lesions
Hypertension,i am experiencing this condition occurs when the heart cant pump enough blood to meet the bodys needs
Urinary Tract Infection,lower belly pain and frequent urination burning sensation
Dengue Fever,fever with rash muscle pain and bleeding gums
Conjunctivitis,"for the past few days, i have watery, itchy, and red eyes with swollen eyelids."
Tonsillitis,i am experiencing painful throat red swollen tonsils and bad breath
Parkinson'S Disease,symptoms include or slowness of movement  - postural instability
Gout,painful inflamed big toe joint with tenderness
Appendicitis,pain starting around navel moving to right lower side
Gout,i am experiencing which also may be warm and red
Hypothyroidism,weight gain. and puffiness in the face and constipation and extreme lethargy
Anemia,symptoms include anemia also can cause many other health problems
Hyperthyroidism,"my heart is always racing, i'm losing weight rapidly despite eating a lot, and sweating."
Diabetes,constant thirst dry mouth and fatigueness with increased urination
Tuberculosis,cough with blood stained sputum fatigue and fever
Anemia,i am experiencing shortness of breath on exertion fatigue and rapid heartbeat
Parkinson'S Disease,i have they may notice that they speak too softly or that their handwriting is slow and looks cramped or small
Dengue Fever,symptoms include the sign or symptom may be rare or common
Conjunctivitis,i have both eyes are red and stuck together in the morning with discharge
Sinusitis,"i have severe sinus pressure, headache, and congestion that has lasted over two weeks."
Tonsillitis,"difficulty swallowing, swollen lymph nodes, and white patches on the back of my throat."
Lyme Disease,"for the past few days, i have 5% inflammatory abnormality of the eye 7"
Covid-19,i have short fever cough fatigue and exposure to covid
Parkinson'S Disease,i have symptoms may begin to interfere with daily activities
Dengue Fever,severe headache high fever rash and abdominal pain
Ulcerative Colitis,"symptoms include severe urgency to go to the bathroom, diarrhea with mucus and blood."
Psoriasis,i have raised red lesions covered with white silvery scales
Hyperthyroidism,"rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Pneumonia,rapid breathing fever cough and chest discomfort
Depression,"for the past few days, i have loss of motivation persistent tiredness and withdrawal from activities"
Gastroenteritis,"i have food poisoning symptoms: vomiting, stomach cramps, and loose stools."
Hypertension,i have dizziness nausea and severe headache from high blood pressure
Typhoid,i am experiencing prolonged fever with loss of appetite headache and body pain
Celiac Disease,"for the past few days, i have long-term complications include
                
- malnutrition  - liver diseases  - intestinal cancer  - lymphoma"
Appendicitis,sharp sudden pain that started around my belly button and moved to the lower right abdomen.
Parkinson'S Disease,symptoms include a number of disorders can cause symptoms similar to those of parkinson's disease
Tonsillitis,sore throat difficulty swallowing swollen tonsils and high temperature
Depression,i am experiencing stomach-aches or other chronic pain that does not go away when treated  - loss of interest in once pleasurable activities
Ulcerative Colitis,sudden urge to pass stool. and bloody diarrhea occurring frequently and stomach cramps
Malaria,cyclic high temperature with shaking chills and profuse sweating
Alzheimer'S Disease,symptoms include memory loss and confusion grow worse
Hypertension,i have based on the results of your blood pressure test
Typhoid,fever with rash on abdomen enlarged spleen and diarrhea
Kidney Stones,severe side pain with nausea and cloudy smelly urine
Malaria,i have fever chills headache and vomiting after mosquito bites
Anemia,shortness of breath with minimal exertion and lightheadedness. and weakness
Malaria,body weakness and goes with chills and fever that comes
Tuberculosis,cough with blood stained sputum fatigue and high temperature
Parkinson'S Disease,"symptoms include shaking in my fingers, slow movement, and shuffling when i walk."
Tuberculosis,symptoms include chronic respiratory symptoms with fever sweating and cachexia
Gastritis,symptoms include abdominal burning and discomfort with occasional vomiting
Anxiety Disorder,i feel tight in my chest from stress and panic. and my mind races at night
Anemia,"for the past few days, i have arrhythmias can damage your heart and possibly lead to heart failure"
Eczema,skin rash with intense itching and cracking
Stroke,"for the past few days, i have can be treated with a drug called t-pa that dissolves blood clots obstructing blood flow to the brain"
Covid-19,have fever and i cannot smell or taste anything and dry cough
Kidney Stones,intense pain in lower back with difficulty urinating
Gout,"i am experiencing intense joint pain at night in my toe, looks very red and feels warm."
Eczema,"skin is thick, scaly, and very itchy, flares up with stress or certain soaps."
Gastroenteritis,i have frequent trips to the bathroom with watery diarrhea and abdominal pain.
Gastroenteritis,"for the past few days, i have i've been vomiting all morning and having watery diarrhea."
Strep Throat,very painful sore throat with white patches and high fever
Scabies,i have intense itching at night with a rash on my hands and wrists
Asthma,difficulty breathing after physical activity with chest tightness
Gout,painful swollen joint that is too tender to touch
Ear Infection,symptoms include i have sharp pain in my ear and feel like it is blocked
Hyperthyroidism,"i am experiencing rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Depression,i have the doctor or mental health professional will ask about the history of your symptoms
Influenza,i am experiencing i've got this terrible fever along with chills and body aches all over my back.
Dengue Fever,i am experiencing 5% the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
Pcos,"irregular menstrual cycles, weight gain especially around the belly, and dark patches of skin."
Allergic Rhinitis,constant sneezing stuffy nose and itchy throat from allergies
Anxiety Disorder,symptoms include racing thoughts panic attacks and feeling overwhelmed
Sinusitis,"symptoms include facial pain around my nose and cheeks, congested, and a bad taste in my mouth."
Malaria,high fever with rigors sweating and anemia
Conjunctivitis,i am experiencing burning red eyes with sticky discharge and swelling
Conjunctivitis,inflamed eyes with crusting and blurred vision
Scabies,"symptoms include intense itching all over my body, especially at night. little red burrows between my fingers."
Gout,symptoms include the doctor inserts a needle into the inflamed joint and draws a sample of synovial fluid
Gastritis,bloating and upper belly discomfort with acid reflux
Celiac Disease,"severe bloating, diarrhea, and stomach cramps whenever i eat pasta or bread."
Anxiety Disorder,persistent worry restlessness racing heart and sleep problems
Asthma,symptoms include the best way to diagnose asthma for certain is to use a lung function test
Celiac Disease,stomach cramps due to gluten intake. and bloating and foul-smelling stools and greasy
Pcos,skipping periods and weight gain that is very hard to lose. and severe acne
Endometriosis,pelvic pain that gets worse during my menstrual cycle and heavy bleeding.
Scabies,itchy rash between fingers and on wrists with tiny bumps
Scabies,rash with crusting and body and intense itching on hands
Psoriasis,limbs and skin plaques with silvery flaking on scalp
Malaria,body aches and cyclic pattern of fever with headache
Dengue Fever,sudden onset high temperature with petechial rash and body pain
Heart Attack,symptoms include some people don't have symptoms at all
Malaria,recurring high temperature chills sweating head pain and nausea
Anemia,i am experiencing feeling dizzy lightheaded and fatigued with pale nails
Depression,"for the past few days, i have or sleeping too much  - eating more or less than usual"
Stroke,"for the past few days, i have if you observe someone having a stroke  if he or she suddenly loses the ability to speak"
Hypertension,"for the past few days, i have along with their signs and symptoms"
Alzheimer'S Disease,i am experiencing and people may have problems recognizing family and friends
Bronchitis,symptoms include cough with mucus chest discomfort wheezing and tiredness
Eczema,i am experiencing chronic dry flaky skin that is inflamed and red.
Hyperthyroidism,completely restless and fast heartbeat and feeling very hot all the time and jittery.
